,tweet,tweetP,Category
119,"We're not jab hesitants, anti vaxxers, conspiracy theorists, or covid deniers.We're just regular, hard working, honest, tax paying members of society who value freedom.We're not creating the division, they are. We're just not gonna lay down and be shafted by the elite!",we jab hesitants anti vaxxers conspiracy theorists covid deniers regular hard working honest tax paying members society value freedom creating division gonna lay shafted elite,positive
120,PANDEMIC OF THE VACCINATED... REUTERS: 62 people who tested positive for COVID-19 after arriving on two flights from South Africa last week had been vaccinated...all 14 air passengers from S. Africa with Omicron were vaccinatedhttps://t.co/WUWurOEHBB,pandemic vaccinated reuters 62 people tested positive covid 19 arriving two flights south africa last week vaccinated 14 air passengers africa omicron were,positive
121,Join us at President Hyper in Fochville. Our mobile vaccination team is offering Covid-19 vaccination today until 4pm. Choose vaccination. It saves lives. @GCIS @GovernmentZA #VoomaVaccination #Vaccinated #vaccination #VaccinateToSaveSouthAfrica https://t.co/iOw8xC1aFU,join us president hyper fochville mobile vaccination team offering covid 19 vaccination today 4pm choose vaccination saves lives voomavaccination vaccinated vaccination vaccinatetosavesouthafrica,neutral
122,"Fully vaccinated UFC President Dana White contracts COVID-19, takes same treatment as Joe Roganhttps://t.co/errgaDXLnD",fully vaccinated ufc president dana white contracts covid 19 takes treatment joe,neutral
123,🐨 FUCK COVID https://t.co/Bqo3HQKK4U,fuck covid,negative
124,Watched the new South Park Post Covid special. It was probably the most quirky and original shock energy episode since season 18. Won't do any spoilers.,watched new south park post covid special probably quirky original shock energy episode since season 18 spoilers,positive
125,There is literally NO good news coming out of the Biden White House.📰Abysmal jobs report📰Rise in violent crime📰Surge in COVID cases📰Russia moving in on Ukraine📰China is on the rise📰Gas prices up nearly 60%📰Propane costs up 94%📰13 dead after Afghanistan withdrawal,there literally good news coming biden white house abysmal jobs report rise violent crime surge covid cases russia moving ukraine china rise gas prices nearly 60 propane costs 94 13 dead afghanistan withdrawal,negative
126,The Omnicron variant is just another example of how COVID will be prolonged if rich nations and Big Pharma keep blocking vaccine distribution. https://t.co/dPIjn1EW7I,the omnicron variant another example covid prolonged rich nations big pharma keep blocking vaccine distribution,positive
127,YG shares that #BLACKPINK #Lisa has now tested negative for COVID-19 and to end her self-quarantine period per today. She is now allowed to resume her daily activityhttps://t.co/LmWOXNqK9u #KoreanUpdates RZ https://t.co/FoSenX4kwS,yg shares blackpink lisa tested negative covid 19 end self quarantine period per today allowed resume daily koreanupdates rz,negative
128,Ireland is reintroducing limits on household mixing and social distancing to curb the spread of Covid. What are their scientists seeing that the UK is not?#Newsnight policy editor @lewis_goodall takes a look 👇https://t.co/yCoGnF1J6w https://t.co/4HTdSIT8KY,ireland reintroducing limits household mixing social distancing curb spread covid scientists seeing uk newsnight policy editor goodall takes look,positive
129,"@ProfferRachel Test flight, Santa getting his covid booster jab!!",test flight santa getting covid booster jab,neutral
130,"@stevenmarshal69 @TheNotoriousMMA 2020 beds taken up by people with health problems who caught Covid (mainly elderly) Now,vulnerable are vaccinated &amp; protected. 2021 back to normal winter overload as a direct result of underfunding(long before Covid)shortage of beds/staff. Nightingale hospitals opened &amp; not used!",2020 beds taken people health problems caught covid mainly elderly vulnerable vaccinated amp protected 2021 back normal winter overload direct result underfunding long covid shortage beds staff nightingale hospitals opened amp used,negative
131,"See some people wondering what the point of vaccines was, as restrictions are back.Worth remembering that vaccines have dramatically cut Covid deaths. About 100,000 Covid cases reported in both January and November.January: 1,420 deathsNovember: 160 deaths",see people wondering point vaccines restrictions back worth remembering vaccines dramatically cut covid deaths 100 000 covid cases reported january november january 1 420 deathsnovember 160 deaths,positive
132,@Laney_Dee @HelenYates52 @Vikster0001 I agree and Pfizer seems very cagey (once again) in saying anything about shingles post jabs.....but the jab does seem to lower your immunity and make you more susceptible to shingles and/or maybe covid.,dee agree pfizer seems cagey saying anything shingles post jabs jab seem lower immunity make susceptible shingles maybe covid,neutral
133,"When I exited the plane yesterday, the meander through just opened new @HelsinkiAirport terminal took me to a queue shared by domestic and international travelers, some of which guided to #Covid test, others passed through based on claimed origin airport. Zero attempt to isolate.",when exited plane yesterday meander opened new terminal took queue shared domestic international travelers guided covid test others passed based claimed origin airport zero attempt isolate,positive
134,The Omnicron variant is just another example of how COVID will be prolonged if rich nations and Big Pharma keep blocking vaccine distribution. https://t.co/dPIjn1EW7I,the omnicron variant another example covid prolonged rich nations big pharma keep blocking vaccine distribution,positive
135,"""""""The “South Park: Post Covid"""""""" exclusive event is now streaming on Paramount+. Start your free 30-day trial with coupon code SOUTHPARK at checkout: https://t.co/uBkhVkdnQz https://t.co/LM9yIQmslS""""""",the south park post covid exclusive event streaming paramount start free 30 day trial coupon code southpark checkout,positive
136,Another fake poll - I recall remain claimed those numbers ahead of the 2019 GE. 😂Given UK-EU differences over Covid recovery and our economy there is no factual argument we'd be better off in EU at this point in time. BREXIT SAVED THE UK.  https://t.co/FrMTe6PD0L,another fake poll recall remain claimed numbers ahead 2019 ge given uk eu differences covid recovery economy factual argument better eu point time brexit saved uk,neutral
137,A Hawaii man has tested positive for the super-mutated Omicron variant of the coronavirus despite having no history of traveling outside the state https://t.co/8uRstNz8vt,a hawaii man tested positive super mutated omicron variant coronavirus despite history traveling outside state,positive
138,"Patrick Christys: You’re too busy to diagnose people with cancer, but you’ve got all the time to administer a Covid vaccine for cold, hard cash https://t.co/ABwB3sft9u",patrick christys busy diagnose people cancer got time administer covid vaccine cold hard cash,negative
139,"They partied as my mother lay dying, alone over Christmas, of Covid. We obeyed the rules and didn’t visit in order to ensure we didn’t spread the virus to others. https://t.co/PCnAOXUDdI",they partied mother lay dying alone christmas covid obeyed rules visit order ensure spread virus others,neutral
140,"Q: Should I cancel my vacation because of Omicron?No. Get your 3rd shot to be fully vaccinated, wear a KN95 mask during flight, carry a couple of rapid COVID tests along for peace of mind and GO! Live! Laugh!If unvaccinated, COVID may ruin your holiday, whether you go or not",q cancel vacation omicron get 3rd shot fully vaccinated wear kn95 mask flight carry couple rapid covid tests along peace mind go live laugh unvaccinated covid may ruin holiday whether go not,positive
141,"""""""""""""""The #PPAdvent2021 calendar (Day 1) . We are listing the top cited #PredatoryPublishing papers (in reverse order). Citation count from @ScopusAn Alert to COVID-19 Literature in Predatory Publishing Venues (2020) Cited by 22 https://t.co/gwPqfY1d5U""""""""""""""",the ppadvent2021 calendar day 1 listing top cited predatorypublishing papers reverse order citation count alert covid 19 literature predatory publishing venues 2020 cited 22,positive
